Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,"Mean annual temperature, °C","Mean annual precipitation, mm","Above-ground biomass carbon density (BCDa), Mg C ha-1","Living biomass carbon density (BCDl), Mg C ha-1","Total biomass carbon density (BCDt), Mg C ha-1",Stand age,BCDa/BCDl,BCDa/BCDt,Reference 1,Method used to determine tree age,Reference 2,Reference 3,Reference 4,
766,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Picea mariana, Picea glauca",53.28,-115.45,1.6 ,559 ,170,,,176,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
767,Boreal,Boreal coniferous forest,North America ,"Alberta, Canada","Pinus contorta, Picea mariana",55.14,-114.82,-1.1 ,551 ,210.59,,,189,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
768,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea mariana, Picea glauca, Populus balsamifera",54.09,-105.7,-0.3 ,465 ,188.08,,,118,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
769,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea mariana, Populus balsamifera, Picea glauca",53.8,-105.38,-0.3 ,459 ,126.66,,,130,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
770,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea mariana, Picea glauca, Populus tremuloides, Populus balsamifera",54.52,-107.27,0.0 ,449 ,195.37,,,122,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
771,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea mariana, Populus balsamifera, Picea glauca ",54.12,-105.95,-0.4 ,468 ,94.93,,,109,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
772,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea mariana, Populus balsamifera, Pinus banksiana",54.48,-104.27,-1.1 ,503 ,85.26,,,158,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
773,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea mariana, Abies balsamifera, Picea glauca, Populus tremuloides, Betula papyrifera",54.46,-105.24,-0.8 ,491 ,120.29,,,104,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
774,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Populus balsamifera",55.97,-107.73,-0.8 ,446 ,180.86,,,115,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
775,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus balsamifera",54.79,-107.88,0.1 ,447 ,165.22,,,117,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
776,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Picea mariana, Populus balsamifera",55.07,-107.27,-0.3 ,455 ,171.17,,,126,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
777,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Populus balsamifera",55.09,-108.86,-0.3 ,456 ,168.58,,,137,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
778,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Populus tremuloides, Picea glauca, Picea mariana",55.36,-104.92,-1.1 ,502 ,154.29,,,104,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
779,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Populus balsamifera",54.05,-105.48,-0.6 ,475 ,195.73,,,102,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
780,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus balsamifera, Abies balsamifera, Picea mariana, Betula papyrifera, Populus tremuloides",54.44,-105.26,-0.8 ,490 ,185.16,,,147,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
781,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Abies balsamifera, Betula papyrifera, Populus balsamifera, Picea mariana",54.45,-105.24,-0.8 ,492 ,173.37,,,114,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
782,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus balsamifera, Picea mariana",54.97,-108.26,0.0 ,450 ,182.23,,,124,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
783,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Populus balsamifera",54.97,-108.42,-0.2 ,454 ,206.72,,,179,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
784,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Populus balsamifera",54.79,-107.88,0.1 ,447 ,142.09,,,147,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
785,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Picea mariana",55.09,-108.86,-0.3 ,456 ,193.96,,,132,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
786,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Populus tremuloides, Picea mariana, Picea glauca",53.62,-108.35,-0.3 ,450 ,220.87,,,139,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
787,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Populus tremuloides, Picea glauca, Picea mariana",54.48,-107.07,-0.1 ,454 ,196.86,,,131,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
788,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Pinus banksiana, Picea mariana",53.13,-102.68,-1.0 ,496 ,194.06,,,157,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
789,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Populus tremuloides, Picea glauca, Abies balsamifera",53.03,-102.64,-0.7 ,489 ,189.93,,,111,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
790,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Populus tremuloides, Picea glauca",54.54,-106.47,-0.9 ,484 ,223.53,,,116,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
791,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Populus tremuloides, Picea glauca",54.54,-106.47,-0.9 ,484 ,172.88,,,109,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
792,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Abies balsamifera, Picea mariana",53.62,-108.35,-0.3 ,450 ,213.06,,,127,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
793,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Picea glauca, Populus tremuloides, Populus balsamifera",54.23,-107.77,0.4 ,442 ,110.21,,,112,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
794,Boreal,Boreal coniferous forest,North America ,"Saskatchewan, Canada","Pinus banksiana, Picea mariana",53.97,-105.72,-0.3 ,461 ,184.41,,,142,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
795,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Pinus contorta",51.59,-100.86,0.1 ,506 ,90.78,,,131,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
796,Temperate,Temperate continental forest,North America ,"Manitoba, Canada","Genus cedrus, Picea glauca, Pinus contorta",49.69,-96.14,2.0 ,523 ,225.34,,,100,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
797,Temperate,Temperate continental forest,North America ,"Manitoba, Canada","Picea mariana, Pinus banksiana, Pinus contorta",49.28,-96.04,1.7 ,537 ,204.62,,,100,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
798,Temperate,Temperate continental forest,North America ,"Manitoba, Canada","Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Pinus banksiana, Picea glauca",50.02,-95.52,1.9 ,545 ,164.64,,,122,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
799,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Pinus banksiana, Picea mariana, Abies balsamifera",51.66,-95.79,0.4 ,550 ,107.95,,,103,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
800,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Pinus contorta, Abies balsamifera",51.06,-95.82,1.4 ,543 ,105.24,,,170,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
801,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Pinus contorta",51.02,-95.47,1.0 ,562 ,74.64,,,172,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
802,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada",Picea mariana,51.73,-97.4,0.1 ,497 ,122.2,,,95,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
803,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Pinus contorta",51.75,-97.38,0.0 ,498 ,143.64,,,93,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
804,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada",Populus tremuloides,52.77,-98.96,0.2 ,467 ,162.39,,,95,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
805,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Pinus contorta",52.89,-99.12,0.1 ,474 ,68.53,,,148,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
806,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Pinus banksiana, Picea mariana",52.91,-99.19,0.1 ,476 ,75.1,,,104,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
807,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Populus balsamifera, Picea glauca",53.36,-101.09,0.2 ,459 ,116.73,,,121,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
808,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Picea glauca, Populus tremuloides",53.88,-100.27,-0.3 ,469 ,161.83,,,115,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
809,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Pinus banksiana, Picea mariana, Picea glauca",54.16,-101.26,-0.3 ,463 ,63.58,,,113,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
810,Boreal,Boreal coniferous forest,North America ,"Manitoba, Canada","Picea mariana, Betula papyrifera",54.08,-101.32,-0.2 ,462 ,49.99,,,130,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
811,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Populus tremuloides, Pinus banksiana, Picea glauca, Abies balsamifera, Picea mariana",50.72,-93.64,0.8 ,638 ,128.16,,,99,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
812,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Pinus banksiana, Picea mariana, Populus tremuloides",49.75,-86.96,-0.4 ,810 ,141.04,,,133,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
813,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Pinus banksiana, Picea mariana, Abies balsamifera, Picea glauca",49.42,-84.08,0.2 ,771 ,101.71,,,122,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
814,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Populus tremuloides, Populus balsamifera, Picea glauca, Betula papyrifera, Abies balsamifera",49.11,-83.07,0.6 ,797 ,158.61,,,105,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
815,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Populus tremuloides, Populus balsamifera",48.53,-80.28,0.7 ,817 ,111,,,97,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
816,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Pinus banksiana, Picea mariana, Populus tremuloides, Betula papyrifera",50.31,-90.49,-0.3 ,758 ,147.73,,,164,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
817,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Picea mariana, Populus tremuloides, Abies balsamifera, Populus balsamifera",48.72,-89.37,0.9 ,764 ,70.31,,,110,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
818,Temperate,Temperate continental forest,North America ,"Ontario, Canada","Pinus banksiana, Abies balsamifera, Picea mariana",48.17,-89.89,2.4 ,735 ,105.81,,,93,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
819,Temperate,Temperate continental forest,North America ,"Ontario, Canada","Pinus banksiana, Betula papyrifera, Populus tremuloides, Picea mariana",48.61,-90.61,1.7 ,717 ,124.8,,,109,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
820,Boreal,Boreal coniferous forest,North America ,"Ontario, Canada","Pinus banksiana, Picea mariana, Abies balsamifera, Betula papyrifera, Populus tremuloides",48.46,-81.27,1.0 ,835 ,167.99,,,99,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
821,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera, Betula papyrifera",50.24,-78.34,-0.9 ,849 ,156.59,,,197,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
822,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",51.02,-77.11,-1.5 ,825 ,127.54,,,128,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
823,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",50.66,-77.88,-1.1 ,821 ,107.24,,,140,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
824,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",50.21,-77.95,-0.8 ,856 ,109.5,,,140,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
825,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Betula papyrifera",50.96,-74.01,-1.6 ,884 ,95.4,,,118,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
826,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada",Picea mariana,50.04,-73.38,-0.8 ,935 ,123.77,,,124,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
827,Temperate,Temperate continental forest,North America ,"Quebec, Canada",Picea mariana,49.03,-73.96,0.1 ,971 ,154.02,,,113,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
828,Temperate,Temperate continental forest,North America ,"Quebec, Canada",Picea mariana,48.83,-75.1,0.2 ,1006 ,159.49,,,106,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
829,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",50.93,-71.96,-2.5 ,972 ,121.58,,,140,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
830,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",49.63,-69.8,-0.3 ,975 ,194.54,,,118,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
831,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",51.53,-66.03,-3.8 ,958 ,112.39,,,242,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
832,Boreal,Boreal tundra woodland,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",52.06,-66.38,-3.7 ,901 ,104.62,,,188,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
833,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",51.19,-66.98,-1.6 ,1010 ,121.45,,,190,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
834,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Abies balsamifera, Betula papyrifera, Picea glauca, Picea mariana",50.33,-65.94,0.7 ,1048 ,141.51,,,120,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
835,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Abies balsamifera, Picea mariana",51.01,-66.5,-1.8 ,1043 ,186.67,,,167,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
836,Boreal,Boreal coniferous forest,North America ,"Quebec, Canada","Picea mariana, Abies balsamifera",51.09,-66.41,-2.2 ,1033 ,133.47,,,167,,,"Ma et al., 2012",Tree rings,"Louisiana Pacific Canada Ltd., 2000",,,
837,Tropical,Tropical rainforest,Asia,"Sarawak, Malaysia",Tropical forest,4.1865,114.017,26.0 ,2725 ,260,,,,,,Lee et al. http://www.ctfs.si.edu/site/Lambir/,,,,,
838,Tropical,Tropical mountain system,Asia,"Doi Inthanon, Thailand",Evergreen forest,18.5248,98.4965,20.9 ,1908 ,285,,,,,,Lee et al. http://www.ctfs.si.edu/site/Lambir/,,,,,
839,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3 ,2762 ,134.8 ,,,,,,"Baker et al., 2004",,,,,
840,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3 ,2762 ,133.2 ,,,,,,"Baker et al., 2004",,,,,
841,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3 ,2762 ,143.8 ,,,,,,"Baker et al., 2004",,,,,
842,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3 ,2762 ,120.5 ,,,,,,"Baker et al., 2004",,,,,
843,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-60,26.8 ,2448 ,189.3 ,,,,,,"Baker et al., 2004",,,,,
844,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,169.5 ,,,,,,"Baker et al., 2004",,,,,
845,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,125.3 ,,,,,,"Baker et al., 2004",,,,,
846,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,152.1 ,,,,,,"Baker et al., 2004",,,,,
847,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,147.5 ,,,,,,"Baker et al., 2004",,,,,
848,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,159.5 ,,,,,,"Baker et al., 2004",,,,,
849,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,163.4 ,,,,,,"Baker et al., 2004",,,,,
850,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,177.4 ,,,,,,"Baker et al., 2004",,,,,
851,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8 ,2442 ,174.5 ,,,,,,"Baker et al., 2004",,,,,
852,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-60,26.8 ,2448 ,171.1 ,,,,,,"Baker et al., 2004",,,,,
853,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-60,26.8 ,2448 ,178.1 ,,,,,,"Baker et al., 2004",,,,,
854,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,185.2 ,,,,,,"Baker et al., 2004",,,,,
855,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,194.8 ,,,,,,"Baker et al., 2004",,,,,
856,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,166.0 ,,,,,,"Baker et al., 2004",,,,,
857,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,162.0 ,,,,,,"Baker et al., 2004",,,,,
858,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,181.8 ,,,,,,"Baker et al., 2004",,,,,
859,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,179.3 ,,,,,,"Baker et al., 2004",,,,,
860,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-0.7,-76.48,24.9 ,3152 ,144.7 ,,,,,,"Baker et al., 2004",,,,,
861,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-0.7,-76.47,25.0 ,3140 ,111.0 ,,,,,,"Baker et al., 2004",,,,,
862,Tropical,Tropical rainforest,South America,Brazil,terra firme,-1.7,-51.53,26.7 ,2220 ,189.4 ,,,,,,"Baker et al., 2004",,,,,
863,Tropical,Tropical rainforest,South America,Brazil,terra firme,-1.7,-51.53,26.7 ,2220 ,182.3 ,,,,,,"Baker et al., 2004",,,,,
864,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.35,-61.16,24.0 ,1469 ,62.4 ,,,,,,"Baker et al., 2004",,,,,
865,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.54,-61.48,24.0 ,1384 ,106.8 ,,,,,,"Baker et al., 2004",,,,,
866,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.53,-61.48,23.9 ,1388 ,116.9 ,,,,,,"Baker et al., 2004",,,,,
867,Tropical,Tropical rainforest,South America,Peru ,"terra firme, floodplain",-12.5,-68.95,25.6 ,2075 ,141.7 ,,,,,,"Baker et al., 2004",,,,,
868,Tropical,Tropical rainforest,South America,Peru ,"terra firme, floodplain",-12.5,-68.95,25.6 ,2075 ,124.3 ,,,,,,"Baker et al., 2004",,,,,
869,Tropical,Tropical rainforest,South America,Peru ,"terra firme, floodplain",-12.49,-69.11,25.2 ,2160 ,125.1 ,,,,,,"Baker et al., 2004",,,,,
870,Tropical,Tropical rainforest,South America,Peru ,"terra firme, floodplain",-12.49,-69.11,25.2 ,2160 ,144.6 ,,,,,,"Baker et al., 2004",,,,,
871,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.56,-60.75,21.0 ,1509 ,124.6 ,,,,,,"Baker et al., 2004",,,,,
872,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.57,-60.74,21.5 ,1504 ,135.4 ,,,,,,"Baker et al., 2004",,,,,
873,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,157.9 ,,,,,,"Baker et al., 2004",,,,,
874,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1 ,2490 ,155.8 ,,,,,,"Baker et al., 2004",,,,,
875,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-1.07,-77.6,23.9 ,3663 ,124.0 ,,,,,,"Baker et al., 2004",,,,,
876,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-1.07,-77.67,23.6 ,3828 ,131.4 ,,,,,,"Baker et al., 2004",,,,,
877,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-1.07,-77.67,23.6 ,3828 ,159.3 ,,,,,,"Baker et al., 2004",,,,,
878,Tropical,Tropical rainforest,South America,Ecuador,"terra firme, floodplain",-1.07,-77.67,23.6 ,3828 ,143.4 ,,,,,,"Baker et al., 2004",,,,,
879,Tropical,Tropical rainforest,South America,Brazil,terra firme,-1,-52.05,26.7 ,2459 ,193.5 ,,,,,,"Baker et al., 2004",,,,,
880,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.61,-60.87,24.1 ,1433 ,120.0 ,,,,,,"Baker et al., 2004",,,,,
881,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.6,-60.85,24.1 ,1438 ,142.5 ,,,,,,"Baker et al., 2004",,,,,
882,Tropical,Tropical rainforest,South America,Bolivia ,seasonally flooded,-14.4,-61.13,24.1 ,1457 ,86.7 ,,,,,,"Baker et al., 2004",,,,,
883,Tropical,Tropical rainforest,South America,Bolivia ,seasonally flooded,-14.4,-61.13,24.1 ,1457 ,101.8 ,,,,,,"Baker et al., 2004",,,,,
884,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.23,-72.9,26.2 ,2825 ,139.3 ,,,,,,"Baker et al., 2004",,,,,
885,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.23,-72.9,26.2 ,2825 ,143.7 ,,,,,,"Baker et al., 2004",,,,,
886,Tropical,Tropical rainforest,South America,Peru,"terra firme, floodplain",-12.85,-69.28,25.3 ,2503 ,130.0 ,,,,,,"Baker et al., 2004",,,,,
887,Tropical,Tropical rainforest,South America,Peru,"terra firme, floodplain",-12.83,-69.28,25.3 ,2478 ,130.0 ,,,,,,"Baker et al., 2004",,,,,
888,Tropical,Tropical rainforest,South America,Peru ,"terra firme, floodplain",-12.83,-69.28,25.3 ,2478 ,144.3 ,,,,,,"Baker et al., 2004",,,,,
889,Tropical,Tropical rainforest,South America,Peru,terra firme,-12.83,-69.28,25.3 ,2478 ,133.1 ,,,,,,"Baker et al., 2004",,,,,
890,Tropical,Tropical rainforest,South America,Peru,"terra firme, floodplain",-12.83,-69.3,25.4 ,2499 ,141.0 ,,,,,,"Baker et al., 2004",,,,,
891,Tropical,Tropical rainforest,South America,Peru,terra firme,-12.83,-69.27,25.3 ,2477 ,128.6 ,,,,,,"Baker et al., 2004",,,,,
892,Tropical,Tropical rainforest,South America,Brazil ,terra firme ,-3.31,-54.94,25.3 ,1879 ,148.1 ,,,,,,"Baker et al., 2004",,,,,
893,Tropical,Tropical rainforest,South America,Brazil ,terra firme ,-3.31,-54.94,25.3 ,1879 ,186.9 ,,,,,,"Baker et al., 2004",,,,,
894,Tropical,Tropical rainforest,South America,Brazil ,terra firme ,-3.31,-54.94,25.3 ,1879 ,188.6 ,,,,,,"Baker et al., 2004",,,,,
895,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-0.63,-76.14,25.2 ,3008 ,130.4 ,,,,,,"Baker et al., 2004",,,,,
